session_id,endtime,gender,age,residence,ethnicity,ethnicity_rec,device
156224,2025-05-06T14:56:37Z,male,27,ZA,black,Black,laptop
156225,2025-05-06T14:48:25Z,female,30,ZA,black,Black,laptop
156226,2025-05-06T14:50:11Z,male,22,ZA,black,Black,phone
156228,2025-05-06T14:38:28Z,female,32,ZA,black,Black,phone
156229,2025-05-06T14:42:55Z,male,24,KE,black: african american,Black,laptop
156233,2025-05-06T14:46:29Z,male,43,ZA,black,Black,laptop
156234,2025-05-06T14:41:26Z,female,21,ZA,black,Black,laptop
156235,2025-05-06T14:44:48Z,female,50,ZA,black,Black,desktop
156236,2025-05-06T14:38:38Z,female,26,ZA,black,Black,phone
156237,2025-05-06T14:43:39Z,female,35,ZA,black,Black,phone
156238,2025-05-06T14:53:48Z,male,26,ZA,black,Black,laptop
156240,2025-05-06T14:46:44Z,female,24,US,white,White,desktop
156241,2025-05-06T14:43:39Z,female,49,ZA,black,Black,phone
156242,2025-05-06T14:37:51Z,female,47,ZA,african,Black,phone
156247,2025-05-06T14:46:42Z,female,25,ZA,black,Black,desktop
156248,2025-05-06T14:45:15Z,female,24,DE,white european,White,desktop
156251,2025-05-06T14:56:58Z,female,26,ZA,black,Black,phone
156252,2025-05-06T14:40:16Z,male,39,GB,white,White,laptop
156253,2025-05-06T14:52:29Z,male,31,ZA,african,Black,phone
156254,2025-05-06T14:42:27Z,male,37,ZA,black,Black,phone
156255,2025-05-06T14:42:33Z,male,40,ZA,african,Black,desktop
156256,2025-05-06T15:02:01Z,male,32,ZA,black,Black,phone
156258,2025-05-06T15:08:13Z,male,47,ZA,black,Black,phone
156260,2025-05-06T14:39:43Z,female,37,ZA,black,Black,phone
156261,2025-05-06T14:47:42Z,female,23,ZA,black,Black,phone
156262,2025-05-06T15:07:14Z,male,30,CA,caucasian,White,desktop
156263,2025-05-06T14:50:05Z,male,45,BR,white,White,laptop
156264,2025-05-06T14:45:57Z,male,23,ZA,black,Black,desktop
156266,2025-05-06T14:48:07Z,female,65,US,white,White,desktop
156267,2025-05-06T15:12:48Z,male,23,ZA,black,Black,laptop
156268,2025-05-06T14:59:14Z,female,35,ZA,black,Black,laptop
156269,2025-05-06T15:05:33Z,male,40,ZA,black,Black,laptop
156270,2025-05-06T14:43:02Z,male,20,PL,white,White,desktop
156273,2025-05-06T14:49:49Z,female,26,ZA,black,Black,laptop
156274,2025-05-06T14:49:37Z,female,50,US,caucasian,White,phone
156277,2025-05-06T14:47:30Z,male,31,ZA,black,Black,tablet
156280,2025-05-06T14:52:42Z,male,29,PL,white,White,desktop
156281,2025-05-06T14:46:51Z,male,30,ZA,african,Black,phone
156283,2025-05-06T14:56:27Z,female,44,ZA,african,Black,phone
156285,2025-05-06T14:52:00Z,female,32,ZA,black,Black,phone
156286,2025-05-06T14:52:17Z,female,56,ZA,black,Black,phone
156287,2025-05-06T14:49:09Z,male,27,PT,caucasian,White,desktop
156289,2025-05-06T14:54:27Z,female,24,ZA,black,Black,phone
156291,2025-05-06T14:55:15Z,female,50,ZA,black,Black,phone
156292,2025-05-06T14:51:02Z,female,46,ZA,mixed,Mixed,phone
156293,2025-05-06T14:50:50Z,female,65,US,white,White,desktop
156295,2025-05-06T14:55:24Z,female,24,ZA,african,Black,laptop
156298,2025-05-06T14:51:12Z,male,24,CN,asian,Asian,laptop
156299,2025-05-06T14:53:22Z,female,58,ZA,african,Black,tablet
156300,2025-05-06T14:54:05Z,female,37,ZA,black,Black,tablet
156301,2025-05-06T14:51:37Z,female,54,GR,greek,White,desktop
156302,2025-05-06T14:51:46Z,male,19,GB,welsh,White,desktop
156303,2025-05-06T14:53:11Z,female,56,ZA,black,Black,laptop
156304,2025-05-06T14:49:45Z,male,47,ZA,black,Black,phone
156305,2025-05-06T14:51:22Z,female,75,GB,white,White,desktop
156306,2025-05-06T14:56:05Z,female,30,ZA,black,Black,phone
156307,2025-05-06T14:49:09Z,female,60,ZA,black,Black,desktop
156308,2025-05-06T14:54:09Z,male,30,ZA,black,Black,laptop
156309,2025-05-06T15:11:02Z,male,61,PT,white,White,desktop
156310,2025-05-06T14:59:05Z,female,39,ZA,black,Black,phone
156312,2025-05-06T15:00:00Z,female,23,ZA,black,Black,phone
156313,2025-05-06T14:55:13Z,female,28,ZA,black,Black,desktop
156314,2025-05-06T14:52:55Z,male,52,PT,caucasian,White,desktop
156317,2025-05-06T14:54:04Z,male,32,ZA,asian,Asian,laptop
156318,2025-05-06T14:53:15Z,female,23,ZA,black,Black,desktop
156319,2025-05-06T14:56:26Z,male,20,ZA,hispanic,Latine,desktop
156320,2025-05-06T14:56:04Z,female,53,ZA,african,Black,desktop
156322,2025-05-06T15:00:55Z,male,29,ZA,black,Black,desktop
156324,2025-05-06T15:14:50Z,female,57,ZA,black,Black,phone
156327,2025-05-06T15:03:04Z,male,39,GB,white,White,phone
156328,2025-05-06T15:19:01Z,female,26,ZA,black,Black,phone
156329,2025-05-06T14:55:57Z,male,28,ZA,black,Black,phone
156330,2025-05-06T15:16:06Z,male,55,GB,white,White,laptop
156331,2025-05-06T15:00:42Z,female,25,ZA,black,Black,desktop
156332,2025-05-06T14:57:54Z,male,40,US,white,White,laptop
156333,2025-05-06T14:57:18Z,male,27,ZA,black,Black,laptop
156334,2025-05-06T15:06:15Z,male,32,ZA,black,Black,tablet
156335,2025-05-06T14:54:53Z,female,26,ZA,black,Black,laptop
156337,2025-05-06T15:49:58Z,male,35,ES,white,White,laptop
156338,2025-05-06T15:00:14Z,male,33,US,caucasian,White,desktop
156339,2025-05-06T15:14:41Z,male,30,ZA,black,Black,phone
156341,2025-05-06T15:05:13Z,male,23,ZA,black,Black,laptop
156342,2025-05-06T15:17:25Z,female,22,ZA,black,Black,desktop
156343,2025-05-06T15:05:31Z,male,34,US,white,White,desktop
156344,2025-05-06T14:56:07Z,male,19,ES,spanish,White,desktop
156346,2025-05-06T15:07:12Z,male,34,ZA,black,Black,laptop
156347,2025-05-06T14:58:47Z,female,21,ZA,black,Black,laptop
156348,2025-05-06T15:06:45Z,female,24,PT,white,White,desktop
156349,2025-05-06T15:07:18Z,male,26,ZA,african,Black,phone
156350,2025-05-06T14:55:33Z,male,38,GB,asian,Asian,laptop
156352,2025-05-06T15:09:08Z,female,59,ZA,african,Black,laptop
156353,2025-05-06T15:11:20Z,female,31,ZA,black,Black,laptop
156354,2025-05-06T15:20:57Z,male,58,ZA,black,Black,laptop
156356,2025-05-06T15:10:39Z,female,36,ZA,black,Black,phone
156357,2025-05-06T15:17:50Z,male,32,ZA,black,Black,laptop
156358,2025-05-06T15:01:11Z,female,43,ZA,black,Black,phone
156359,2025-05-06T15:00:40Z,male,27,ZA,black,Black,desktop
156360,2025-05-06T15:00:31Z,male,28,ZA,black,Black,laptop
156361,2025-05-06T15:07:57Z,female,29,ZA,black,Black,laptop
156362,2025-05-06T15:05:32Z,male,33,ZA,black,Black,phone
156363,2025-05-06T15:08:06Z,male,26,ZA,black,Black,phone
156364,2025-05-06T15:01:16Z,female,24,ZA,black,Black,phone
156365,2025-05-06T15:06:38Z,male,22,ZA,black,Black,laptop
156366,2025-05-06T15:03:08Z,female,23,US,white,White,laptop
156367,2025-05-06T15:02:06Z,female,30,ZA,black,Black,phone
156368,2025-05-06T14:58:22Z,female,30,ZA,black,Black,phone
156369,2025-05-06T15:01:26Z,male,26,ZA,black,Black,phone
156370,2025-05-06T15:02:54Z,female,20,ZA,black,Black,phone
156371,2025-05-06T15:02:42Z,female,28,ZA,white,White,desktop
156372,2025-05-06T15:04:52Z,male,29,PL,white,White,desktop
156375,2025-05-06T15:01:59Z,female,32,ZA,black,Black,tablet
156376,2025-05-06T15:01:06Z,male,28,ZA,black,Black,tablet
156377,2025-05-06T15:07:13Z,female,27,ZA,black,Black,laptop
156378,2025-05-06T14:59:52Z,female,32,GB,white british,White,laptop
156379,2025-05-06T15:03:41Z,male,25,US,white,White,laptop
156380,2025-05-06T15:08:17Z,male,19,ZA,black,Black,desktop
156381,2025-05-06T15:16:12Z,male,21,ZA,black,Black,laptop
156382,2025-05-06T15:09:34Z,female,54,ZA,black,Black,desktop
156383,2025-05-06T15:06:22Z,male,39,GB,white,White,laptop
156384,2025-05-06T15:04:02Z,male,30,ZA,black,Black,desktop
156385,2025-05-06T15:19:00Z,male,31,ZA,black,Black,phone
156386,2025-05-06T15:05:01Z,male,26,ZA,black,Black,phone
156387,2025-05-06T15:10:53Z,female,50,ZA,african,Black,phone
156388,2025-05-06T15:06:21Z,female,30,KE,black,Black,phone
156389,2025-05-06T15:03:13Z,female,31,ZA,black,Black,phone
156390,2025-05-06T15:06:25Z,female,33,ZA,black,Black,phone
156392,2025-05-06T15:11:33Z,male,23,KE,black,Black,phone
156393,2025-05-06T15:01:51Z,male,44,IT,white,White,desktop
156394,2025-05-06T15:13:27Z,male,24,US,white,White,laptop
156395,2025-05-06T15:05:38Z,female,29,ZA,black african,Black,phone
156397,2025-05-06T15:13:39Z,male,65,ZA,african,Black,phone
156398,2025-05-06T15:13:01Z,female,31,ZA,black,Black,phone
156399,2025-05-06T15:04:34Z,non-binary,32,ZA,black african,Black,phone
156400,2025-05-06T15:09:31Z,male,36,ZA,black,Black,desktop
156401,2025-05-06T15:08:09Z,male,43,DE,weiß,White,desktop
156402,2025-05-06T15:16:54Z,female,26,ZA,black,Black,laptop
156403,2025-05-06T15:10:22Z,male,22,GB,black,Black,laptop
156404,2025-05-06T15:07:37Z,male,73,US,american,Ambiguous label,laptop
156405,2025-05-06T15:12:32Z,female,19,GR,white/greek,White,laptop
156407,2025-05-06T15:08:45Z,male,65,ZA,black,Black,laptop
156408,2025-05-06T15:14:01Z,female,24,ZA,black,Black,phone
156409,2025-05-06T15:19:26Z,male,27,ZA,black,Black,phone
156410,2025-05-06T15:20:03Z,male,41,ZA,black,Black,laptop
156411,2025-05-06T15:16:25Z,male,28,ZA,black,Black,desktop
156412,2025-05-06T15:23:53Z,male,18,GB,black,Black,laptop
156413,2025-05-06T15:16:21Z,female,27,ZA,black african,Black,phone
156415,2025-05-06T15:08:11Z,male,32,GB,white,White,desktop
156416,2025-05-06T15:18:44Z,female,22,ZA,black,Black,phone
156417,2025-05-06T15:13:46Z,male,51,GB,asian,Asian,desktop
156418,2025-05-06T15:12:51Z,female,38,ZA,black,Black,laptop
156421,2025-05-06T15:17:19Z,female,32,ZA,black,Black,phone
156422,2025-05-06T15:18:50Z,female,44,ZA,black,Black,phone
156423,2025-05-06T15:20:45Z,male,25,KE,african,Black,laptop
156424,2025-05-06T15:44:14Z,male,45,ZA,black,Black,laptop
156425,2025-05-06T15:09:22Z,male,32,PL,white,White,laptop
156426,2025-05-06T15:12:52Z,female,36,ZA,indian,Asian,phone
156427,2025-05-06T15:09:04Z,male,28,CA,south asian,Asian,phone
156428,2025-05-06T15:12:43Z,male,27,DE,caucasian,White,desktop
156429,2025-05-06T15:14:18Z,male,22,ZA,black,Black,phone
156430,2025-05-06T15:17:56Z,male,55,ZA,asian,Asian,laptop
156431,2025-05-06T15:18:53Z,male,48,ZA,black,Black,phone
156432,2025-05-06T15:22:46Z,female,44,ZA,black,Black,desktop
156434,2025-05-06T15:14:26Z,female,35,GB,black/africa,Black,laptop
156435,2025-05-06T15:17:50Z,female,28,ZA,black,Black,phone
156436,2025-05-06T15:13:53Z,female,33,PL,whitr,White,phone
156437,2025-05-06T15:15:59Z,female,23,ZA,black african,Black,phone
156439,2025-05-06T15:24:32Z,male,34,ZA,black,Black,tablet
156440,2025-05-06T15:16:01Z,female,33,ZA,black,Black,phone
156442,2025-05-06T15:21:51Z,female,25,KE,black,Black,laptop
156444,2025-05-06T15:38:48Z,male,31,ZA,black,Black,phone
156446,2025-05-06T15:21:08Z,female,31,ZA,black,Black,desktop
156448,2025-05-06T15:39:59Z,female,23,ZA,black,Black,laptop
156450,2025-05-06T15:33:34Z,female,50,US,black,Black,desktop
156452,2025-05-06T15:23:06Z,male,41,PT,caucasian,White,phone
156453,2025-05-06T15:16:23Z,male,57,IE,white,White,laptop
156454,2025-05-06T15:14:28Z,male,37,US,japanese,Asian,desktop
156455,2025-05-06T15:19:50Z,male,27,DE,caucasian,White,desktop
156456,2025-05-06T15:20:41Z,female,26,ZA,black,Black,phone
156457,2025-05-06T15:21:45Z,male,29,ZA,black,Black,desktop
156458,2025-05-06T15:19:06Z,female,30,ZA,black,Black,laptop
156459,2025-05-06T15:30:47Z,male,48,US,white,White,desktop
156460,2025-05-06T15:24:34Z,non-binary,69,ES,white,White,laptop
156461,2025-05-06T15:32:20Z,male,26,ZA,african,Black,desktop
156462,2025-05-06T15:20:44Z,male,41,KE,african,Black,laptop
156463,2025-05-06T15:21:55Z,female,32,ZA,black,Black,laptop
156464,2025-05-06T15:20:14Z,male,25,ZA,black,Black,phone
156466,2025-05-06T15:27:38Z,male,34,GB,asian,Asian,laptop
156467,2025-05-06T15:38:00Z,male,31,GB,black/africa,Black,laptop
156468,2025-05-06T15:29:57Z,female,72,US,white,White,laptop
156469,2025-05-06T15:24:24Z,female,23,ZA,black,Black,laptop
156470,2025-05-06T15:16:54Z,female,55,US,black,Black,desktop
156471,2025-05-06T15:22:53Z,female,23,ZA,black,Black,phone
156473,2025-05-06T15:24:28Z,male,58,ZA,african,Black,phone
156475,2025-05-06T15:24:23Z,male,25,GB,black african,Black,laptop
156476,2025-05-06T15:18:37Z,male,30,ZA,black,Black,phone
156477,2025-05-06T15:28:07Z,female,25,ZA,black,Black,phone
156482,2025-05-06T15:20:55Z,male,25,ZA,black,Black,laptop
156483,2025-05-06T15:20:08Z,male,23,ZA,black,Black,laptop
156484,2025-05-06T15:27:04Z,female,28,ZA,black,Black,phone
156485,2025-05-06T15:22:04Z,female,30,ZA,black,Black,phone
156487,2025-05-06T15:31:43Z,male,21,ZA,black,Black,phone
156489,2025-05-06T15:44:09Z,female,22,ZA,black,Black,laptop
156490,2025-05-06T15:38:53Z,female,25,ZA,african black,Black,desktop
156492,2025-05-06T15:27:45Z,male,28,ZA,african,Black,phone
156495,2025-05-06T15:29:54Z,male,34,ZA,black,Black,tablet
156496,2025-05-06T15:27:49Z,female,39,ZA,black,Black,desktop
156498,2025-05-06T15:24:04Z,female,52,ZA,black,Black,desktop
156499,2025-05-06T15:31:26Z,male,35,GB,african,Black,laptop
156500,2025-05-06T15:25:25Z,male,45,ZA,african,Black,phone
156501,2025-05-06T15:27:47Z,male,19,ZA,black,Black,laptop
156502,2025-05-06T15:39:52Z,female,31,ZA,black,Black,phone
156503,2025-05-06T15:35:06Z,male,24,ZA,black,Black,desktop
156504,2025-05-06T15:34:15Z,female,32,US,african american,Black,laptop
156507,2025-05-06T15:24:26Z,male,22,GB,pakistani,Asian,laptop
156508,2025-05-06T15:23:49Z,female,32,ZA,black,Black,phone
156509,2025-05-06T15:29:12Z,male,34,ZA,black,Black,phone
156512,2025-05-06T15:31:03Z,male,25,GB,black,Black,laptop
156513,2025-05-06T15:23:33Z,male,21,IN,indo-aryan,Asian,laptop
156514,2025-05-06T15:41:24Z,male,43,GB,black,Black,desktop
156516,2025-05-06T15:26:19Z,male,39,GR,caucasian,White,phone
156517,2025-05-06T15:27:01Z,male,41,US,white,White,laptop
156521,2025-05-06T15:31:19Z,female,20,ZA,black,Black,desktop
156524,2025-05-06T15:27:23Z,male,60,GB,white,White,laptop
156527,2025-05-06T15:28:55Z,female,62,ZA,black,Black,phone
156528,2025-05-06T15:33:05Z,female,24,PT,white,White,desktop
156529,2025-05-06T15:25:35Z,male,52,CA,white,White,laptop
156530,2025-05-06T15:30:46Z,female,32,GB,black,Black,laptop
156532,2025-05-06T15:28:15Z,male,20,GB,white,White,phone
156534,2025-05-06T15:40:27Z,male,28,ZA,black,Black,phone
156537,2025-05-06T15:36:40Z,male,59,ZA,black,Black,phone
156538,2025-05-06T15:37:13Z,male,49,US,caucasian,White,desktop
156539,2025-05-06T15:34:33Z,female,32,ZA,black,Black,phone
156540,2025-05-06T15:31:11Z,female,24,ZA,black,Black,laptop
156542,2025-05-06T15:33:22Z,female,32,ZA,african,Black,phone
156543,2025-05-06T15:28:28Z,male,41,US,native hawaiian,Indigenous / Pacific Islander,phone
156544,2025-05-06T15:31:56Z,male,24,KE,african,Black,laptop
156545,2025-05-06T15:49:05Z,female,19,ZA,black,Black,desktop
156546,2025-05-06T15:49:40Z,male,26,ZA,black,Black,desktop
156547,2025-05-06T15:28:57Z,male,52,HU,white,White,laptop
156548,2025-05-06T15:52:59Z,female,61,ZA,black,Black,desktop
156549,2025-05-06T15:31:37Z,female,26,ZA,black,Black,tablet
156550,2025-05-06T15:31:40Z,female,27,ZA,black,Black,phone
156551,2025-05-06T15:29:34Z,female,60,ZA,black,Black,tablet
156552,2025-05-06T15:32:20Z,female,69,ZA,black,Black,laptop
156553,2025-05-06T15:30:35Z,female,24,ZA,black,Black,phone
156554,2025-05-06T15:55:41Z,female,36,US,white,White,desktop
156555,2025-05-06T15:37:01Z,male,35,ZA,black,Black,laptop
156556,2025-05-06T15:44:13Z,male,25,US,black american,Black,desktop
156557,2025-05-06T15:33:03Z,female,20,ZA,black,Black,phone
156558,2025-05-06T15:48:52Z,male,30,ES,white,White,desktop
156559,2025-05-06T15:40:08Z,male,56,ZA,black,Black,phone
156560,2025-05-06T15:40:13Z,male,24,ZA,black,Black,laptop
156561,2025-05-06T15:37:39Z,female,21,ZA,black,Black,phone
156562,2025-05-06T15:36:25Z,female,25,ZA,black,Black,phone
156563,2025-05-06T15:32:14Z,female,58,US,caucasian,White,desktop
156564,2025-05-06T15:45:07Z,female,51,ZA,black,Black,phone
156566,2025-05-06T15:32:07Z,male,28,PT,white,White,desktop
156567,2025-05-06T15:33:22Z,male,22,GB,black,Black,laptop
156568,2025-05-06T15:36:28Z,female,50,US,white,White,laptop
156569,2025-05-06T15:37:04Z,female,40,PL,white,White,laptop
156570,2025-05-06T15:41:14Z,female,34,ZA,black,Black,laptop
156571,2025-05-06T15:42:07Z,male,23,ZA,black,Black,laptop
156572,2025-05-06T15:37:10Z,female,34,ZA,black,Black,phone
156573,2025-05-06T15:35:07Z,female,31,ZA,african,Black,desktop
156574,2025-05-06T15:38:26Z,female,57,GB,white,White,laptop
156577,2025-05-06T15:57:39Z,female,26,ZA,black,Black,laptop
156579,2025-05-06T15:40:07Z,female,45,IE,white,White,laptop
156580,2025-05-06T15:51:48Z,male,34,GB,white,White,desktop
156581,2025-05-06T15:38:50Z,male,36,GB,white,White,desktop
156582,2025-05-06T15:46:45Z,female,24,ZA,black,Black,phone
156584,2025-05-06T15:40:38Z,female,36,ZA,black,Black,laptop
156585,2025-05-06T15:41:46Z,female,33,ZA,black,Black,phone
156586,2025-05-06T15:46:39Z,male,31,ZA,african,Black,phone
156587,2025-05-06T15:49:44Z,female,49,ZA,black,Black,phone
156588,2025-05-06T15:40:41Z,male,26,IT,black,Black,laptop
156589,2025-05-06T15:42:26Z,female,20,ZA,african,Black,desktop
156590,2025-05-06T15:49:51Z,female,39,ZA,black,Black,tablet
156591,2025-05-06T15:51:34Z,male,26,KE,black,Black,phone
156592,2025-05-06T15:39:58Z,female,25,ZA,black,Black,phone
156593,2025-05-06T15:42:18Z,male,33,DE,caucasian,White,desktop
156594,2025-05-06T15:43:50Z,female,25,ZA,african,Black,laptop
156595,2025-05-06T15:51:47Z,female,37,ZA,black,Black,desktop
156596,2025-05-06T15:44:46Z,male,60,ZA,african,Black,phone
156597,2025-05-06T15:46:07Z,female,27,GB,british,White,desktop
156598,2025-05-06T15:43:03Z,male,32,ZA,black,Black,phone
156599,2025-05-06T15:42:02Z,female,20,CZ,white,White,desktop
156601,2025-05-06T15:43:08Z,female,33,ZA,black,Black,phone
156603,2025-05-06T15:48:46Z,male,60,CZ,white,White,desktop
156604,2025-05-06T15:42:19Z,male,33,ZA,african,Black,phone
156605,2025-05-06T15:39:11Z,female,51,ZA,black,Black,phone
156606,2025-05-06T15:51:20Z,female,24,ZA,african,Black,desktop
156607,2025-05-06T15:56:51Z,female,27,ZA,black,Black,desktop
156608,2025-05-06T15:41:47Z,female,55,GR,white,White,laptop
156609,2025-05-06T15:42:15Z,male,25,ES,hispanic,Latine,desktop
156611,2025-05-06T15:57:22Z,male,27,GB,black,Black,laptop
156612,2025-05-06T15:41:00Z,female,31,ZA,asian,Asian,phone
156614,2025-05-06T15:46:42Z,male,45,IT,white,White,laptop
156615,2025-05-06T15:44:54Z,male,37,GB,black,Black,laptop
156616,2025-05-06T15:43:03Z,male,56,GB,white british,White,desktop
156617,2025-05-06T15:43:10Z,male,32,ZA,black,Black,desktop
156621,2025-05-06T15:49:33Z,male,30,PL,white,White,phone
156622,2025-05-06T15:42:21Z,male,64,US,white,White,laptop
156624,2025-05-06T15:49:22Z,female,34,ES,hispanic,Latine,desktop
156626,2025-05-06T15:48:00Z,female,37,ZA,black,Black,laptop
156629,2025-05-06T15:50:48Z,male,35,ZA,black,Black,laptop
156631,2025-05-06T15:46:35Z,female,26,ZA,black,Black,desktop
156632,2025-05-06T15:56:51Z,female,32,ZA,black,Black,phone
156633,2025-05-06T15:48:04Z,male,24,GB,black,Black,laptop
156634,2025-05-06T15:49:47Z,female,33,GB,black,Black,laptop
156635,2025-05-06T15:54:37Z,male,51,GB,british,White,desktop
156637,2025-05-06T15:48:04Z,female,41,ZA,black,Black,phone
156638,2025-05-06T15:56:19Z,male,24,ZA,black,Black,laptop
156640,2025-05-06T15:58:07Z,female,22,ZA,black african,Black,phone
156641,2025-05-06T16:01:57Z,female,29,ZA,black,Black,tablet
156643,2025-05-06T15:49:36Z,female,50,ZA,white,White,laptop
156644,2025-05-06T15:52:04Z,female,51,ZA,black,Black,phone
156646,2025-05-06T15:56:30Z,female,35,ZA,black,Black,desktop
156647,2025-05-06T15:49:49Z,male,48,GR,greek,White,desktop
156648,2025-05-06T15:46:01Z,male,26,ZA,african,Black,phone
156650,2025-05-06T15:53:10Z,female,38,ZA,black,Black,tablet
156652,2025-05-06T16:00:35Z,male,22,PL,polish,White,desktop
156654,2025-05-06T15:47:13Z,female,28,ZA,african,Black,desktop
156655,2025-05-06T16:03:15Z,female,55,ZA,black,Black,laptop
156656,2025-05-06T15:58:19Z,male,24,ZA,black,Black,phone
156657,2025-05-06T15:55:14Z,male,28,BR,white,White,desktop
156658,2025-05-06T15:46:55Z,female,26,GB,white british,White,phone
156659,2025-05-06T16:08:18Z,male,27,GB,black,Black,laptop
156661,2025-05-06T15:54:29Z,male,37,PT,white,White,desktop
156662,2025-05-06T15:49:39Z,female,64,CA,white,White,laptop
156664,2025-05-06T15:51:44Z,male,33,IT,white,White,desktop
156665,2025-05-06T15:55:36Z,female,22,ZA,black,Black,laptop
156667,2025-05-06T15:51:48Z,male,63,ZA,black african,Black,phone
156668,2025-05-06T15:51:53Z,male,24,PT,caucasian,White,desktop
156669,2025-05-06T16:26:40Z,female,29,ZA,black,Black,phone
156671,2025-05-06T15:51:05Z,female,28,GB,white,White,desktop
156672,2025-05-06T15:54:48Z,male,58,ZA,white,White,desktop
156673,2025-05-06T15:53:41Z,male,26,ZA,black,Black,desktop
156674,2025-05-06T15:57:01Z,male,37,GB,caucasian,White,laptop
156676,2025-05-06T15:55:30Z,female,25,ZA,african,Black,phone
156677,2025-05-06T15:58:00Z,female,30,ZA,black,Black,laptop
156678,2025-05-06T15:50:10Z,male,27,BR,brazilian,Latine,desktop
156679,2025-05-06T15:56:15Z,male,53,GB,white british,White,laptop
156680,2025-05-06T15:57:17Z,male,36,ZA,black,Black,laptop
156681,2025-05-06T15:55:54Z,male,34,ZA,black,Black,phone
156682,2025-05-06T16:09:04Z,female,33,ZA,black,Black,phone
156683,2025-05-06T15:53:11Z,male,21,ZA,black,Black,laptop
156685,2025-05-06T15:55:29Z,male,30,PL,white/caucasian,White,laptop
156686,2025-05-06T15:53:42Z,female,50,ZA,black,Black,desktop
156687,2025-05-06T15:53:42Z,male,23,PL,white european,White,desktop
156688,2025-05-06T16:10:17Z,female,39,ZA,black,Black,desktop
156689,2025-05-06T15:54:49Z,female,20,ZA,african,Black,laptop
156691,2025-05-06T15:57:18Z,female,26,ZA,black,Black,phone
156692,2025-05-06T15:58:17Z,female,69,ZA,indian,Asian,phone
156693,2025-05-06T15:56:53Z,female,36,ZA,black,Black,desktop
156694,2025-05-06T16:09:44Z,male,30,ZA,black,Black,laptop
156695,2025-05-06T15:59:49Z,female,34,ZA,african,Black,phone
156696,2025-05-06T16:00:40Z,male,22,GB,black,Black,desktop
156697,2025-05-06T15:54:09Z,male,40,ZA,black,Black,phone
156698,2025-05-06T16:01:04Z,female,22,KZ,eastern european,White,laptop
156699,2025-05-06T16:06:36Z,female,37,ZA,black,Black,laptop
156700,2025-05-06T15:59:33Z,female,34,ZA,black,Black,phone
156701,2025-05-06T16:02:54Z,female,31,ZA,black,Black,phone
156703,2025-05-06T15:59:49Z,male,28,ZA,black,Black,laptop
156704,2025-05-06T15:56:32Z,male,30,GR,white,White,laptop
156705,2025-05-06T16:06:22Z,male,26,ZA,black,Black,laptop
156706,2025-05-06T16:04:45Z,male,33,ZA,mixed race,Mixed,desktop
156707,2025-05-06T16:00:39Z,female,41,DE,white,White,desktop
156708,2025-05-06T15:56:54Z,male,52,ZA,black,Black,laptop
156709,2025-05-06T15:57:53Z,female,27,GB,british,White,laptop
156710,2025-05-06T16:02:08Z,female,51,ZA,black,Black,desktop
156711,2025-05-06T16:03:13Z,female,43,ZA,black,Black,phone
156713,2025-05-06T16:02:10Z,female,60,ZA,black,Black,tablet
156714,2025-05-06T16:03:51Z,male,31,ZA,black,Black,laptop
156715,2025-05-06T16:05:32Z,female,30,ZA,black,Black,laptop
156716,2025-05-06T16:07:35Z,female,41,GB,caucasian,White,laptop
156717,2025-05-06T15:59:05Z,male,41,GB,black african,Black,laptop
156718,2025-05-06T16:00:59Z,female,25,GB,black,Black,laptop
156720,2025-05-06T16:11:29Z,female,59,ZA,black,Black,phone
156721,2025-05-06T16:07:09Z,male,74,US,white,White,laptop
156722,2025-05-06T16:03:02Z,female,42,ZA,black,Black,phone
156723,2025-05-06T16:02:52Z,male,26,GB,british asian american,Ambiguous label,desktop
156724,2025-05-06T16:08:37Z,male,41,IN,indian,Asian,laptop
156725,2025-05-06T16:31:05Z,male,23,ZA,christian,Ambiguous label,phone
156726,2025-05-06T16:14:18Z,female,39,ZA,black,Black,laptop
156727,2025-05-06T16:14:10Z,female,28,ZA,african,Black,desktop
156728,2025-05-06T16:06:35Z,male,38,ZA,black,Black,phone
156730,2025-05-06T16:04:36Z,female,29,ZA,black,Black,phone
156731,2025-05-06T16:00:57Z,female,22,US,white,White,desktop
156732,2025-05-06T16:09:01Z,male,28,GB,black,Black,laptop
156733,2025-05-06T16:01:52Z,male,67,SE,white,White,laptop
156734,2025-05-06T16:09:12Z,male,37,SE,white,White,laptop
156735,2025-05-06T16:08:55Z,female,22,ZA,black,Black,laptop
156736,2025-05-06T16:01:56Z,female,27,ZA,black,Black,desktop
156737,2025-05-06T16:20:33Z,female,45,ZA,black,Black,desktop
156738,2025-05-06T16:18:19Z,male,50,GB,white,White,desktop
156739,2025-05-06T16:04:13Z,male,21,GB,white,White,desktop
156740,2025-05-06T16:04:51Z,female,52,ZA,african,Black,laptop
156741,2025-05-06T16:08:14Z,female,23,PL,white/polish,White,laptop
156742,2025-05-06T16:01:53Z,female,34,ZA,black,Black,desktop
156743,2025-05-06T16:05:24Z,male,47,HU,white,White,desktop
156744,2025-05-06T16:13:28Z,male,30,PT,white,White,desktop
156745,2025-05-06T16:05:06Z,female,20,ZA,black,Black,desktop
156746,2025-05-06T16:11:29Z,female,28,ZA,black,Black,laptop
156747,2025-05-06T16:09:39Z,female,34,GR,greek,White,desktop
