session_id,endtime,gender,age,residence,ethnicity,ethnicity_rec,device
157798,2025-05-06T19:05:04Z,male,39,ZA,african,Black,phone
157799,2025-05-06T19:16:39Z,male,24,US,white,White,laptop
157800,2025-05-06T18:58:56Z,female,53,ZA,black,Black,phone
157801,2025-05-06T19:02:06Z,male,52,GB,philippine,Asian,laptop
157802,2025-05-06T19:04:46Z,female,43,ZA,black,Black,desktop
157804,2025-05-06T19:00:25Z,female,31,GB,black-african,Black,phone
157805,2025-05-06T19:31:24Z,male,38,ZA,black,Black,laptop
157806,2025-05-06T19:23:22Z,male,24,US,white,White,laptop
157808,2025-05-06T19:36:55Z,male,27,US,white,White,laptop
157809,2025-05-06T19:40:11Z,male,23,ZA,african,Black,phone
